Original Dataset,Operated by:,Dataset Description,PROGRAM,SITE NAME,HOURS OF OPERATION,PHONE,LOCATION,FAX,Fax 2,Phone 2,Phone 3,Phone 4,Phone 5,ADMIN,COUNTY,EMAIL,CATEGORY,Website,Additional information,Additional information - 2
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Zollinger, Larry E., D.D.S.",,,"16266 Prince Dr
Holland, IL 60473-3233
(41.600081911828426, -87.58642063382815)",,,,,,,"Larry E. Zollinger, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Healthy Smiles Care Center,,,"605 170th Place
Holland, IL 60473-3408
(41.58628950023527, -87.60112249697299)",,,,,,,"Michelle G. Zoeteman, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Grabow, John C., D.D.S.",,,"3112 Union Ave
Steger, IL 60475-1166
(41.474738027450314, -87.63297571241162)",,,,,,,"John C. Grabow, D.D.S.",Cook,gradent@rcn.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Crezsenzo, Vincent, D.D.S.",,,"17027 Harlem Ave Tinley Park
IL
(41.58276994784763, -87.79341297918383)",,,,,,,"Vincent Crezsenzo, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gambla, Chris B., D.D.S.",,,"16653 80th Ave Tinley Park
IL 60477-1215
(41.58834246753127, -87.81311382540467)",,,,,,,"Chris B. Gambla, D.D.S.",Cook,gambladental@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kasper, Heaton, Wright, & Associates",,,"7625 159th St Tinley Park
IL 60477-1309
(41.602033277210374, -87.80439855535174)",,,,,,,"Kasper, Heaton & Wright, D.D.S.",Cook,info@khwporalsurgery.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Ginn, Ralph W., D.D.S.",,,"15930 75th Ct Tinley Park
IL 60477-1340
(41.601733050850505, -87.80282199289317)",,,,,,,"Ralph W. Ginn, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Crowley, Martin J., D.D.S.",,,"7777 159th St Tinley Park
IL 60477-1341
(41.60201008103684, -87.80835250134544)",,,,,,,"Martin J. Crowley, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Shermulis, David E., D.D.S.",,,"7811 159th St Tinley Park
IL 60477-1343
(41.601958962818024, -87.80991999930052)",,,,,,,"David E. Shermulis, D.D.S.",Will,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Optimal Dental Tinley,,,"15916 Harlem Ave Tinley Park
IL 60477-1610
(41.601783691337864, -87.7943053158823)",,,,,,,"Ahmed Mataria, D.D.S.",Cook,ahmedmataria@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Richardson, Peggy A., D.D.S.",,,"7060 Centennial Dr Tinley Park
IL 60477-1699
(41.595618901487114, -87.7914468013429)",,,,,,,"Peggy A. Richardson, D.D.S.",Cook,richardsonddsms@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gedutis, Wayne, D.D.S.",,,"16571 Oak Park Ave Tinley Park
IL 60477-1752
(41.58959560523597, -87.7847625121562)",,,,,,,"Wayne Gedutis, D.D.S.",Cook,smyleguy@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Dunn, Thomas Joseph, D.D.S.",,,"16651 Oak Park Ave Tinley Park
IL 60477-1754
(41.588520250597355, -87.78475429129662)",,,,,,,"Thomas Joseph Dunn, D.D.S.",Cook,tdunn777@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Tatel, Fredrick S., D.D.S.",,,"16345 Harlem Tinley Park
IL 60477-2589
(41.59435688340794, -87.79376345839442)",,,,,,,"Fredrick S. Tatel, D.D.S.",Cook,fstatel@msn.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Thies, Robert M., D.D.S.",,,"16906 Oak Park Ave Tinley Park
IL 60477-2720
(41.5840631996363, -87.78470517333803)",,,,,,,"Robert M.Thies, D.D.S.",Cook,ADMIN@AAASMILE.COM,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Moustis, Tara, D.D.S.",,,"17037 Oak Park Ave Tinley Park
IL 60477-2721
(41.581368667486785, -87.78453875353945)",,,,,,,"Tara Moustis, D.D.S.",Cook,jtmoustis@att.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Harlem Dental Associates,,,"17027 Harlem Ave Tinley Park
IL 60477-2739
(41.58276994784763, -87.79341297918383)",,,,,,,"Vincent R. Crescenzo, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Ryan, Michael P., D.D.S.",,,"17061 Harlem Ave Tinley Park
IL 60477-2739
(41.58220563842145, -87.7933951331234)",,,,,,,"Michael P. Ryan, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Tinley Dental Group,,,"16860 Oak Park Ave Tinley Park
IL 60477-2761
(41.584866302137726, -87.78478365483168)",,,,,,,"James R. Becker, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gattone, Guy H., D.D.S.",,,"6700 167th St Tinley Park
IL 60477-2834
(41.587945116227985, -87.78282119859465)",,,,,,,"Guy H. Gattone, D.D.S.",Cook,ghgatt1@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lipson, Bryan A., D.D.S.",,,"18400 Maple Creek Dr Tinley Park
IL 60477-2992
(41.55685496104491, -87.79605287554133)",,,,,,,"Bryan A. Lipson, D.D.S.",Cook,drlipsonsoffice@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Zaibak Center for Dentistry,,,"6828 171st St Tinley Park
IL 60477-3448
(41.58056300386992, -87.78507582414893)",,,,,,,"Zack O. Zaibak, D.D.S.",Cook,zzaibakdds@yahoo.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Dieska, Daniel R., D.D.S.",,,"17726 Oak Park Ave Tinley Park
IL 60477-3917
(41.5691021824421, -87.78418570175401)",,,,,,,"Daniel R. Dieska, D.D.S.",Cook,info@dr.dieska.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kosel Dental, P.C.",,,"17859 Oak Park Ave Tinley Park
IL 60477-3937
(41.56616310494894, -87.78404382689348)",,,,,,,"Alfred C. Kosel, D.D.S.",Cook,koseldental@netzero.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Bayberry Dental Care,,,"8014 171st St Tinley Park
IL 60477-4546
(41.58020781303328, -87.81337930384124)",,,,,,,"Kathy M. Falsey, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Cambridge Dental Care,,,"17853 80th Ave Tinley Park
IL 60477-5023
(41.56627571420913, -87.81238496475619)",,,,,,,"Edmond J. Hanley, D.D.S.",Cook,tp@cdc.comcastb12.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Athos, John W., D.D.S.",,,"18425 Creek Dr Tinley Park
IL 60477-6245
(41.55690008804714, -87.79997981325266)",,,,,,,"John W. Athos, D.D.S.",Cook,Northcreekdental@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"McGonigle, Edward P. & Robert S., D.D.S.",,,"17519 80th Ave Tinley Park
IL 60477-6516
(41.57152306424359, -87.81257931488312)",,,,,,,"Edward P. & Robert S. McGonigle, D.D.S.",Cook,mcgonigledental@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Christopher Orthodontics, Ltd",,,"7751 159th St Tinley Park
IL 60477-9304
(41.60199379120481, -87.80755073760173)",,,,,,,"Alan R. Christopher, D.D.S.",Cook,bigaldent@hotmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kogionis, James, D.D.S.",,,"7751 159th St Tinley Park
IL 60477-9304
(41.60199379120481, -87.80755073760173)",,,,,,,"James Kogionis, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Crossroads Dental Care,,,"9532 179th St Tinley Park
IL 60477-9602
(41.56544553440654, -87.82177280405963)",,,,,,,"Ingrid E. Shults, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Krupa Dental Care,,,"8240 Wolf Rd Willow Springs
IL 60480-1036
(41.738876759635, -87.8958025194141)",,,,,,,"Thomas E. Krupa, D.D.S.",Cook,krupadentalcare@hotmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Willow Springs Dental Clinic,,,"8336 Archer Ave Willow Springs
IL 60480-1468
(41.73888556387799, -87.86488958409413)",,,,,,,"Edward S. Golom, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Neumann, Manfred, D.D.S.",,,"8265 Archer Ave Willow Springs
IL 60480-1478
(41.74003863682151, -87.86237051375585)",,,,,,,"Manfred Neumann, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Carollo, Gary A., D.D.S.",,,"101 Fulton St
Wilmington, IL 60481-0338
(41.30459745057837, -88.14512914897848)",,,,,,,"Gary A. Carollo, D.D.S.",Will,wngIII@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Yerkes, Patrick J., D.D.S.",,,"688 Baltimore St
Wilmington, IL 60481-1281
(41.30981638112611, -88.14048185358025)",,,,,,,"Patrick J. Yerkes, D.D.S.",Will,pjy23@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Smith, Garrett B., D.D.S.",,,"220 Main St
Wilmington, IL 60481-1348
(41.30972142829404, -88.1465605369043)",,,,,,,"Garrett B. Smith, D.D.S.",Will,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Ahed, Abdul, D.D.S.",,,"7441 Southwest Hwy
Worth, IL 60482-1023
(41.695423744929755, -87.80370557386262)",,,,,,,"Abdul Ahed, D.D.S.",Cook,midwestdentist@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Bodine, Daniel T., D.D.S.",,,"11130 Harlem Ave
Worth, IL 60482-1830
(41.68874969076285, -87.79748869123148)",,,,,,,"Daniel T. Bodine, D.D.S.",Cook,d.bodine@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Worth Dental Associates,,,"11104 Natoma Ave
Worth, IL 60482-1930
(41.69008280550189, -87.7849209614764)",,,,,,,"Barry Abel, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Accurate Dental Center,,,"11312 Harlem Ave
Worth, IL 60482-2002
(41.6856502338128, -87.79740651839113)",,,,,,,"Howard Lightensein, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Serene Dental,,,"1705 Boughton Rd
Bolingbrook, IL 60490-1550
(41.69842152622661, -88.14094843323002)",,,,,,,"Pooman Wadhwani, D.D.S.",Will,pwadhwani@comcast.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Cruz-Gonzalez, Wanda, D.M.D.",,,"287 Weber Rd
Bolingbrook, IL 60490-1567
(41.70394586412464, -88.12593735035463)",,,,,,,"Wanda Cruz-Gonzalez, D.M.D.",Will,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"J. Kim Dental, Ltd.",,,"495 Weber Rd
Bolingbrook, IL 60490-5504
(41.68374674937096, -88.12587058647985)",,,,,,,"John S. Kim, D.D.S.",Will,jkimdental@yahoo.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"McCormick, James E., D.M.D., M.S., Ltd",,,"13161 143rd St Homer Glen
IL 60491-6664
(41.62890648086725, -87.94044976675238)",,,,,,,"James E. McCormick, D.M.D.",Will,homerglen.endo@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Advanced Dentistry & Orthodontics,,,"15927 Bell Rd Homer Glen
IL 60491-6707
(41.60085506707569, -87.93005635180516)",,,,,,,"Mary Ellen Hoye, D.D.S.",Will,mydentist2009@yahoo.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Cantor, Jeffrey S., D.D.S",,,"15801 Bell Rd Homer Glen
IL 60491-7612
(41.60249571493267, -87.93014768377355)",,,,,,,"Jeffrey S. Cantor, D.D.S.",Cook,jeffreyscantor@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kirsch, Kenneth J., D.D.S.",,,"15801 Bell Rd Homer Glen
IL 60491-7656
(41.60249571493267, -87.93014768377355)",,,,,,,"Kenneth J. Kirsch, D.D.S.",Will,kirschdental@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Foltys, Christian E., D.D.S.",,,"12143 A 159th St Homer Glen
IL 60491-7846
(41.60020244375795, -87.91485920927545)",,,,,,,"Christian E. Foltys, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Towne Square Dental,,,"14232 Bell Rd Homer Glen
IL 60491-8122
(41.630315054586774, -87.93121307411153)",,,,,,,"Allan R. DeAngelo, D.D.S.",Will,,Dental Clinic,,,
